id,code
153,"void main ( String [ ] args ) { ArrayList < HashMap < String , String > > yourArrayList = new ArrayList < HashMap < String , String > > ( ) ; HashMap < String , String > myHashMap = new HashMap < String , String > ( ) ; myHashMap . put ( ""title"" , ""first Title"" ) ; myHashMap . put ( ""date"" , ""This is 1st date"" ) ; myHashMap . put ( ""number"" , ""5"" ) ; yourArrayList . add ( 0 , myHashMap ) ; myHashMap = new HashMap < String , String > ( ) ; myHashMap . put ( ""title"" , ""Second Title"" ) ; myHashMap . put ( ""date"" , ""This is 2nd date"" ) ; myHashMap . put ( ""number"" , ""2"" ) ; yourArrayList . add ( 1 , myHashMap ) ; myHashMap = new HashMap < String , String > ( ) ; myHashMap . put ( ""title"" , ""Third Title"" ) ; myHashMap . put ( ""date"" , ""This is 3rd date"" ) ; myHashMap . put ( ""number"" , ""7"" ) ; yourArrayList . add ( 2 , myHashMap ) ; myHashMap = new HashMap < String , String > ( ) ; myHashMap . put ( ""title"" , ""Fourth Title"" ) ; myHashMap . put ( ""date"" , ""This is 4th date"" ) ; myHashMap . put ( ""number"" , ""0"" ) ; yourArrayList . add ( 3 , myHashMap ) ; System . out . println ( ""================="" ) ; System . out . println ( ""BEFORE SORTING"" ) ; System . out . println ( ""================="" ) ; for ( int i = 0 ; i < yourArrayList . size ( ) ; i ++ ) { System . out . println ( yourArrayList . get ( i ) ) ; } HashMap < String , String > temporary ; for ( int c = 0 ; c < ( yourArrayList . size ( ) - 1 ) ; c ++ ) { for ( int d = 0 ; d < ( yourArrayList . size ( ) - c - 1 ) ; d ++ ) { if ( Integer . parseInt ( yourArrayList . get ( d ) . get ( ""number"" ) ) > Integer . parseInt ( yourArrayList . get ( d + 1 ) . get ( ""number"" ) ) ) { temporary = yourArrayList . get ( d ) ; yourArrayList . set ( d , yourArrayList . get ( d + 1 ) ) ; yourArrayList . set ( d + 1 , temporary ) ; } } } System . out . println ( ""================="" ) ; System . out . println ( ""AFTER SORTING"" ) ; System . out . println ( ""================="" ) ; for ( int i = 0 ; i < yourArrayList . size ( ) ; i ++ ) { System . out . println ( yourArrayList . get ( i ) ) ; } }"
154,"void authenticate ( String apiKeyAndSessionKey , String host , String applicationSecret ) throws IOException , XMPPException { if ( apiKeyAndSessionKey == null || applicationSecret == null ) { throw new IllegalArgumentException ( ""Invalid parameters"" ) ; } String [ ] keyArray = apiKeyAndSessionKey . split ( ""\\|"" , 2 ) ; if ( keyArray . length < 2 ) { throw new IllegalArgumentException ( ""API key or session key is not present"" ) ; } this . apiKey = keyArray [ 0 ] ; this . applicationSecret = applicationSecret ; this . sessionKey = keyArray [ 1 ] ; this . authenticationId = sessionKey ; this . password = applicationSecret ; this . hostname = host ; String [ ] mechanisms = { ""DIGEST-MD5"" } ; Map < String , String > props = new HashMap < String , String > ( ) ; this . sc = Sasl . createSaslClient ( mechanisms , null , ""xmpp"" , host , props , this ) ; authenticate ( ) ; }"
155,"void authenticate ( String username , String host , String password ) throws IOException , XMPPException { authenticationId = username ; this . password = password ; hostname = host ; String mechanisms [ ] = { getName ( ) } ; java . util . Map props = new HashMap ( ) ; sc = Sasl . createSaslClient ( mechanisms , null , ""xmpp"" , host , props , this ) ; super . authenticate ( ) ; }"
156,"void main ( String args [ ] ) { int a ; float b ; String s ; Scanner in = new Scanner ( System . in ) ; System . out . println ( ""Enter a string"" ) ; s = in . nextLine ( ) ; System . out . println ( ""You entered string "" + s ) ; System . out . println ( ""Enter an integer"" ) ; a = in . nextInt ( ) ; System . out . println ( ""You entered integer "" + a ) ; System . out . println ( ""Enter a float"" ) ; b = in . nextFloat ( ) ; System . out . println ( ""You entered float "" + b ) ; }"
157,"void main ( String [ ] args ) { Scanner input = new Scanner ( System . in ) ; final int valid = 6 ; Scanner one = new Scanner ( System . in ) ; System . out . println ( ""Enter your username: "" ) ; String s = one . nextLine ( ) ; if ( s . length ( ) < valid ) { System . out . println ( ""Enter a valid username"" ) ; System . out . println ( ""User name must contain "" + valid + "" characters"" ) ; System . out . println ( ""Enter again: "" ) ; s = one . nextLine ( ) ; } System . out . println ( ""Username accepted: "" + s ) ; Scanner two = new Scanner ( System . in ) ; System . out . println ( ""Enter your age: "" ) ; int a = two . nextInt ( ) ; System . out . println ( ""Age accepted: "" + a ) ; Scanner three = new Scanner ( System . in ) ; System . out . println ( ""Enter your sex: "" ) ; String sex = three . nextLine ( ) ; System . out . println ( ""Sex accepted: "" + sex ) ; }"
158,"String merge ( String ... s ) { int maxLen = 0 ; for ( String str : s ) { maxLen = Math . max ( maxLen , str . length ( ) ) ; } StringBuilder b = new StringBuilder ( ) ; for ( int i = 0 ; i < maxLen ; ++ i ) { for ( String str : s ) { if ( str . length ( ) > i ) { b . append ( str . charAt ( i ) ) ; } } } return b . toString ( ) ; }"
159,String merge ( String ... strings ) { int maxLength = 0 ; StringBuilder sb = new StringBuilder ( ) ; for ( String s : strings ) if ( s . length ( ) > maxLength ) maxLength = s . length ( ) ; for ( int i = 0 ; i < maxLength ; i ++ ) for ( String s : strings ) if ( s . length ( ) > i ) sb . append ( s . charAt ( i ) ) ; return sb . toString ( ) ; }
160,"CharSequence filter ( CharSequence source , int start , int end , Spanned dest , int dstart , int dend ) { String formatedSource = source . subSequence ( start , end ) . toString ( ) ; String destPrefix = dest . subSequence ( 0 , dstart ) . toString ( ) ; String destSuffix = dest . subSequence ( dend , dest . length ( ) ) . toString ( ) ; String result = destPrefix + formatedSource + destSuffix ; result = result . replace ( "","" , ""."" ) ; Matcher matcher = mPattern . matcher ( result ) ; if ( matcher . matches ( ) ) { return null ; } return """" ; }"
161,"CharSequence filter ( CharSequence source , int start , int end , Spanned dest , int dstart , int dend ) { CharSequence out = super . filter ( source , start , end , dest , dstart , dend ) ; if ( out != null ) { source = out ; start = 0 ; end = out . length ( ) ; } int len = end - start ; if ( len == 0 ) { return source ; } int dlen = dest . length ( ) ; for ( int i = 0 ; i < dstart ; i ++ ) { if ( dest . charAt ( i ) == '.' ) { return ( dlen - ( i + 1 ) + len > digits ) ? """" : new SpannableStringBuilder ( source , start , end ) ; } } for ( int i = start ; i < end ; ++ i ) { if ( source . charAt ( i ) == '.' ) { if ( ( dlen - dend ) + ( end - ( i + 1 ) ) > digits ) return """" ; else break ; } } return new SpannableStringBuilder ( source , start , end ) ; }"
162,"void close ( Connection connection , Statement statement , ResultSet rs ) { if ( rs != null ) { try { rs . close ( ) ; } catch ( Exception e ) { _logger . warning ( e . toString ( ) ) ; } } if ( statement != null ) { try { statement . close ( ) ; } catch ( Exception e ) { _logger . warning ( e . toString ( ) ) ; } } if ( connection != null ) { try { connection . close ( ) ; } catch ( Exception e ) { _logger . warning ( e . toString ( ) ) ; } } }"
163,void close ( Statement ... statements ) { for ( Statement stmt : statements ) { try { if ( stmt != null ) stmt . close ( ) ; } catch ( SQLException se ) { } } }
164,boolean twoDuplicates ( int [ ] values ) { boolean twoDuplicate = false ; int counter = 0 ; Arrays . sort ( values ) ; int old = values [ 0 ] ; boolean numberSeen = false ; for ( int i = 0 ; i < values . length ; i ++ ) { if ( values [ i ] == old ) { if ( ! numberSeen ) { counter ++ ; numberSeen = true ; } } else { numberSeen = false ; old = values [ i ] ; } } if ( counter == 2 ) twoDuplicate = true ; return twoDuplicate ; }
165,boolean twoDuplicates ( int [ ] values ) { for ( int i = 0 ; i < values . length ; i ++ ) { int counter = 0 ; for ( int z = i + 1 ; z <= values . length - 1 ; z ++ ) { if ( values [ i ] == values [ z ] ) { counter ++ ; if ( counter == 2 ) return true ; } } } return false ; }
166,"void transform ( XSSFWorkbook workbookOld , HSSFWorkbook workbookNew , XSSFCell cellOld , HSSFCell cellNew ) { cellNew . setCellComment ( cellOld . getCellComment ( ) ) ; Integer hash = cellOld . getCellStyle ( ) . hashCode ( ) ; if ( this . styleMap != null && ! this . styleMap . containsKey ( hash ) ) { this . transform ( workbookOld , workbookNew , hash , cellOld . getCellStyle ( ) , ( HSSFCellStyle ) workbookNew . createCellStyle ( ) ) ; } cellNew . setCellStyle ( this . styleMap . get ( hash ) ) ; switch ( cellOld . getCellType ( ) ) { case Cell . CELL_TYPE_BLANK : break ; case Cell . CELL_TYPE_BOOLEAN : cellNew . setCellValue ( cellOld . getBooleanCellValue ( ) ) ; break ; case Cell . CELL_TYPE_ERROR : cellNew . setCellValue ( cellOld . getErrorCellValue ( ) ) ; break ; case Cell . CELL_TYPE_FORMULA : cellNew . setCellValue ( cellOld . getCellFormula ( ) ) ; break ; case Cell . CELL_TYPE_NUMERIC : cellNew . setCellValue ( cellOld . getNumericCellValue ( ) ) ; break ; case Cell . CELL_TYPE_STRING : cellNew . setCellValue ( cellOld . getStringCellValue ( ) ) ; break ; default : System . out . println ( ""transform: Unbekannter Zellentyp "" + cellOld . getCellType ( ) ) ; } }"
167,"void transform ( Integer hash , HSSFCellStyle styleOld , XSSFCellStyle styleNew ) { styleNew . setAlignment ( styleOld . getAlignment ( ) ) ; styleNew . setBorderBottom ( styleOld . getBorderBottom ( ) ) ; styleNew . setBorderLeft ( styleOld . getBorderLeft ( ) ) ; styleNew . setBorderRight ( styleOld . getBorderRight ( ) ) ; styleNew . setBorderTop ( styleOld . getBorderTop ( ) ) ; styleNew . setDataFormat ( this . transform ( styleOld . getDataFormat ( ) ) ) ; styleNew . setFillBackgroundColor ( styleOld . getFillBackgroundColor ( ) ) ; styleNew . setFillForegroundColor ( styleOld . getFillForegroundColor ( ) ) ; styleNew . setFillPattern ( styleOld . getFillPattern ( ) ) ; styleNew . setFont ( this . transform ( styleOld . getFont ( this . workbookOld ) ) ) ; styleNew . setHidden ( styleOld . getHidden ( ) ) ; styleNew . setIndention ( styleOld . getIndention ( ) ) ; styleNew . setLocked ( styleOld . getLocked ( ) ) ; styleNew . setVerticalAlignment ( styleOld . getVerticalAlignment ( ) ) ; styleNew . setWrapText ( styleOld . getWrapText ( ) ) ; this . styleMap . put ( hash , styleNew ) ; }"
168,"void transform ( XSSFWorkbook workbookOld , HSSFWorkbook workbookNew , XSSFRow rowOld , HSSFRow rowNew ) { HSSFCell cellNew ; rowNew . setHeight ( rowOld . getHeight ( ) ) ; for ( Cell cell : rowOld ) { cellNew = rowNew . createCell ( cell . getColumnIndex ( ) , cell . getCellType ( ) ) ; if ( cellNew != null ) this . transform ( workbookOld , workbookNew , ( XSSFCell ) cell , cellNew ) ; } this . lastColumn = Math . max ( this . lastColumn , rowOld . getLastCellNum ( ) ) ; }"
169,"void transform ( XSSFWorkbook workbookOld , HSSFWorkbook workbookNew , Integer hash , XSSFCellStyle styleOld , HSSFCellStyle styleNew ) { styleNew . setAlignment ( styleOld . getAlignment ( ) ) ; styleNew . setBorderBottom ( styleOld . getBorderBottom ( ) ) ; styleNew . setBorderLeft ( styleOld . getBorderLeft ( ) ) ; styleNew . setBorderRight ( styleOld . getBorderRight ( ) ) ; styleNew . setBorderTop ( styleOld . getBorderTop ( ) ) ; styleNew . setDataFormat ( this . transform ( workbookOld , workbookNew , styleOld . getDataFormat ( ) ) ) ; styleNew . setFillBackgroundColor ( styleOld . getFillBackgroundColor ( ) ) ; styleNew . setFillForegroundColor ( styleOld . getFillForegroundColor ( ) ) ; styleNew . setFillPattern ( styleOld . getFillPattern ( ) ) ; styleNew . setFont ( this . transform ( workbookNew , ( XSSFFont ) styleOld . getFont ( ) ) ) ; styleNew . setHidden ( styleOld . getHidden ( ) ) ; styleNew . setIndention ( styleOld . getIndention ( ) ) ; styleNew . setLocked ( styleOld . getLocked ( ) ) ; styleNew . setVerticalAlignment ( styleOld . getVerticalAlignment ( ) ) ; styleNew . setWrapText ( styleOld . getWrapText ( ) ) ; this . styleMap . put ( hash , styleNew ) ; }"
170,"void main ( String ... aArgs ) { log ( ""Generating random integers in the range 1..10."" ) ; int START = 1 ; int END = 10 ; Random random = new Random ( ) ; for ( int idx = 1 ; idx <= 10 ; ++ idx ) { showRandomInteger ( START , END , random ) ; } log ( ""Done."" ) ; }"
171,"void main ( String [ ] args ) { Random ran = new Random ( ) ; int min , max ; Scanner sc = new Scanner ( System . in ) ; System . out . println ( ""Enter min range:"" ) ; min = sc . nextInt ( ) ; System . out . println ( ""Enter max range:"" ) ; max = sc . nextInt ( ) ; int num = ran . nextInt ( min ) ; int num1 = ran . nextInt ( max ) ; System . out . println ( ""Random Number between given range is "" + num1 ) ; }"
172,"void sublayout ( int width , int height ) { if ( managerWidth == 0 ) { managerWidth = searchEdit . getPreferredWidth ( ) ; } if ( managerHeight == 0 ) { managerHeight = searchEdit . getPreferredHeight ( ) ; } super . sublayout ( managerWidth , managerHeight ) ; setExtent ( managerWidth , managerHeight ) ; }"
173,"void sublayout ( int maxWidth , int maxHeight ) { int currX = 0 ; int currY = 0 ; Field currField ; currField = this . getField ( 0 ) ; switch ( ScreenConfig . getInstance ( ) . getScreen ( ) ) { case ScreenConfig . SCREEN_320_240 : currX = 5 ; currY = 3 ; break ; case ScreenConfig . SCREEN_480_360 : case ScreenConfig . SCREEN_480_320 : currX = 5 ; currY = 1 ; break ; } this . setPositionChild ( currField , currX , currY ) ; this . layoutChild ( currField , currField . getPreferredWidth ( ) , currField . getPreferredHeight ( ) ) ; setExtent ( this . getPreferredWidth ( ) , this . getPreferredHeight ( ) ) ; }"
174,"void printTable ( String [ ] countries , int [ ] populations ) { int countryLength = 0 ; long populationLength = 0 ; for ( String country : countries ) { if ( country . length ( ) > countryLength ) countryLength = country . length ( ) ; } for ( int i : populations ) { if ( String . valueOf ( i ) . length ( ) > populationLength ) populationLength = String . valueOf ( i ) . length ( ) ; } for ( int i = 0 ; i < countries . length ; i ++ ) System . out . format ( ""%-"" + ( countryLength + 1 ) + ""s|%"" + ( populationLength + 1 ) + ""d\n"" , countries [ i ] , populations [ i ] ) ; }"
175,"void printTable ( String [ ] countries , int [ ] populations ) { int defaultLength = 10 ; int maxCountryLength = stream ( countries ) . mapToInt ( String :: length ) . max ( ) . orElse ( defaultLength ) ; int maxPopulationLength = stream ( populations ) . mapToObj ( Integer :: toString ) . mapToInt ( String :: length ) . max ( ) . orElse ( defaultLength ) ; for ( int i = 0 ; i < countries . length ; i ++ ) { System . out . format ( ""%-"" + maxCountryLength + ""s | %"" + maxPopulationLength + ""d\n"" , countries [ i ] , populations [ i ] ) ; } }"
176,"int solution ( final int X , final int [ ] A ) { if ( A . length < ARRAY_SIZE_LOWER || A . length > ARRAY_SIZE_UPPER ) { throw new RuntimeException ( ""Array size out of bounds"" ) ; } Set set = new Set ( X ) ; int ai ; int counter = X ; final int NUMBER_REAL_UPPER = min ( NUMBER_UPPER , X ) ; for ( int i = 0 ; i < A . length ; i ++ ) { if ( ( ai = A [ i ] ) < NUMBER_LOWER || ai > NUMBER_REAL_UPPER ) { throw new RuntimeException ( ""Number out of bounds"" ) ; } else if ( ai <= X && ! set . contains ( ai ) ) { counter -- ; if ( counter == 0 ) { return i ; } set . put ( ai ) ; } } return - 1 ; }"
177,"int solution ( int X , int [ ] A ) { int [ ] count = new int [ X ] ; for ( int i = 0 ; i < A . length ; i ++ ) { try { count [ A [ i ] - 1 ] ++ ; } catch ( ArrayIndexOutOfBoundsException e ) { } if ( i >= X - 1 ) { for ( int j = 0 ; j < count . length ; j ++ ) { if ( count [ j ] == 0 ) { break ; } if ( j == count . length - 1 ) { return i ; } } } } return - 1 ; }"
178,void main ( String [ ] args ) { Vector v1 = new Vector ( ) ; v1 . add ( new PrintOneToHundered ( ) ) ; Vector v2 = new Vector ( ) ; v2 . addAll ( v1 ) ; v2 . addAll ( v1 ) ; Vector v4 = new Vector ( ) ; v4 . addAll ( v2 ) ; v4 . addAll ( v2 ) ; Vector v8 = new Vector ( ) ; v8 . addAll ( v4 ) ; v8 . addAll ( v4 ) ; Vector v16 = new Vector ( ) ; v16 . addAll ( v8 ) ; v16 . addAll ( v8 ) ; Vector v32 = new Vector ( ) ; v32 . addAll ( v16 ) ; v32 . addAll ( v16 ) ; Vector v64 = new Vector ( ) ; v64 . addAll ( v32 ) ; v64 . addAll ( v32 ) ; Vector v100 = new Vector ( ) ; v100 . addAll ( v64 ) ; v100 . addAll ( v32 ) ; v100 . addAll ( v4 ) ; System . out . println ( v100 ) ; }
179,"void main ( String [ ] args ) { String set = new java . util . BitSet ( ) { { set ( 1 , 100 + 1 ) ; } } . toString ( ) ; System . out . append ( set , 1 , set . length ( ) - 1 ) ; }"
180,"Component getTableCellRendererComponent ( JTable table , Object value , boolean isSelected , boolean hasFocus , int row , int column ) { Component cellComponent = super . getTableCellRendererComponent ( table , value , isSelected , hasFocus , row , column ) ; if ( row == 0 ) { cellComponent . setBackground ( Color . YELLOW ) ; } else if ( row == 1 ) { cellComponent . setBackground ( Color . GRAY ) ; } else { cellComponent . setBackground ( Color . CYAN ) ; } return cellComponent ; }"
181,"Component getTableCellRendererComponent ( JTable table , Object value , boolean isSelected , boolean hasFocus , int row , int col ) { Component c = super . getTableCellRendererComponent ( table , value , isSelected , hasFocus , row , col ) ; c . setBackground ( Color . WHITE ) ; c . setForeground ( Color . BLACK ) ; JLabel l = ( JLabel ) super . getTableCellRendererComponent ( table , value , isSelected , hasFocus , row , col ) ; if ( separatedVariable . equals ( ""YOUR VALUE TO GREEN"" ) ) { l . setBackground ( Color . GREEN ) ; return l ; } else { if ( separatedValue . equals ( ""YOUR VALUE TO YELLOW"" ) ) { l . setBackground ( Color . YELLOW ) ; return l ; } else if ( separatedValue . equals ( ""YOUR VALUE TO RED"" ) ) { l . setBaground ( Color . RED ) ; return l ; } } return c ; }"
182,"String validName ( Scanner input , Scanner histogram ) { String user = """" ; String name = input . next ( ) ; String tmp = """" ; boolean test = false ; while ( histogram . hasNext ( ) ) { user = histogram . next ( ) ; tmp += user + "" "" ; if ( name . equalsIgnoreCase ( user ) ) { test = true ; break ; } else { test = false ; } } if ( ! test ) { System . out . println ( ""Name not found"" ) ; user = validName ( input , new Scanner ( tmp ) ) ; } return user ; }"
183,"String validName ( Scanner input , Scanner histogram ) { String user = """" ; String name = input . next ( ) ; if ( histogram . findInLine ( name ) != null ) { System . out . println ( ""This name exist"" ) ; } else { System . out . println ( ""Name not found"" ) ; user = validName ( input , histogram ) ; } return user ; }"
184,"void run ( ) { synchronized ( obj1 ) { latch . countDown ( ) ; try { latch . await ( ) ; } catch ( InterruptedException e ) { throw new RuntimeException ( ) ; } synchronized ( obj2 ) { System . out . println ( ""Thread finished"" ) ; } } }"
185,"void run ( ) { String threadName = Thread . currentThread ( ) . getName ( ) ; try { first . lock ( ) ; latch . countDown ( ) ; System . out . println ( threadName + "": locked first lock"" ) ; latch . await ( ) ; System . out . println ( threadName + "": attempting to lock second lock"" ) ; second . lock ( ) ; System . out . println ( threadName + "": never reached"" ) ; } catch ( InterruptedException e ) { throw new RuntimeException ( e ) ; } }"
186,"void test_02 ( ) throws FileNotFoundException { final File file = new File ( ""43620487.txt"" ) ; final Scanner scanner = new Scanner ( file ) ; int [ ] houseLocations = new int [ 73382 ] ; for ( int counter = 0 ; counter < 73382 ; counter ++ ) { houseLocations [ counter ] = scanner . nextInt ( ) ; } final int [ ] uniqueHouseLocationsSorted = uniqueHouseLocationsSorted ( houseLocations ) ; final Random random = new Random ( 0 ) ; long sum = 0 ; for ( int i = 0 ; i < 100 ; i ++ ) { final int transmitterRange = random . nextInt ( 70000 ) + 1 ; final int minNumOfTransmitters = minNumOfTransmitters ( uniqueHouseLocationsSorted , transmitterRange ) ; sum += minNumOfTransmitters ; } final long start = System . currentTimeMillis ( ) ; for ( int i = 0 ; i < 4000 ; i ++ ) { final int transmitterRange = random . nextInt ( 70000 ) + 1 ; final int minNumOfTransmitters = minNumOfTransmitters ( uniqueHouseLocationsSorted , transmitterRange ) ; sum += minNumOfTransmitters ; } final long end = System . currentTimeMillis ( ) ; System . out . println ( ""Took: "" + ( end - start ) + "" milliseconds. Sum = "" + sum ) ; }"
187,"void test_02 ( ) throws FileNotFoundException { final File file = new File ( ""input.txt"" ) ; final Scanner scanner = new Scanner ( file ) ; int [ ] houseLocations = new int [ 73382 ] ; for ( int counter = 0 ; counter < 73382 ; counter ++ ) { houseLocations [ counter ] = scanner . nextInt ( ) ; } scanner . close ( ) ; final int rounds = 400 ; final int [ ] uniqueHouseLocationsSorted = uniqueHouseLocationsSorted ( houseLocations ) ; final int transmitterRange = 73381 ; final long start = System . currentTimeMillis ( ) ; for ( int i = 0 ; i < rounds ; i ++ ) { final int minNumOfTransmitters = minNumOfTransmitters ( uniqueHouseLocationsSorted , transmitterRange ) ; } final long end = System . currentTimeMillis ( ) ; System . out . println ( ""Took: "" + ( end - start ) + "" milliseconds.."" ) ; }"
188,"void main ( String [ ] args ) { int [ ] arr = new int [ 10 ] ; arr [ 0 ] = 2 ; for ( int i = 1 ; i < arr . length ; i ++ ) arr [ i ] = arr [ i - 1 ] + 2 ; for ( int i = 0 ; i < arr . length ; i ++ ) System . out . print ( arr [ i ] + "" "" ) ; System . out . println ( ) ; for ( int i = 0 ; i < arr . length ; i ++ ) System . out . print ( arr [ 9 - i ] + "" "" ) ; }"
189,"void main ( String [ ] args ) throws Exception { int [ ] values = new int [ 10 ] ; values [ 0 ] = 2 ; System . out . print ( values [ 0 ] ) ; for ( int i = 1 ; i < values . length ; i ++ ) { values [ i ] = values [ i - 1 ] + 2 ; System . out . print ( "" "" + values [ i ] ) ; } }"
190,"void main ( String ... args ) { log ( ""App started"" ) ; byte [ ] bytes = new byte [ 1024 * 1024 ] ; new Random ( ) . nextBytes ( bytes ) ; log ( ""Stream is ready\n"" ) ; try { test ( bytes ) ; } catch ( IOException e ) { e . printStackTrace ( ) ; } }"
191,"void main ( String [ ] args ) { InputStream is = StringFromFileFast . class . getResourceAsStream ( ""file.txt"" ) ; InputStreamReader input = new InputStreamReader ( is ) ; final int CHARS_PER_PAGE = 5000 ; final char [ ] buffer = new char [ CHARS_PER_PAGE ] ; StringBuilder output = new StringBuilder ( CHARS_PER_PAGE ) ; try { for ( int read = input . read ( buffer , 0 , buffer . length ) ; read != - 1 ; read = input . read ( buffer , 0 , buffer . length ) ) { output . append ( buffer , 0 , read ) ; } } catch ( IOException ignore ) { } String text = output . toString ( ) ; System . out . println ( text ) ; }"
192,"int solution ( int X , int [ ] A ) { int [ ] counter = new int [ X + 1 ] ; int ans = - 1 ; int x = 0 ; for ( int i = 0 ; i < A . length ; i ++ ) { if ( counter [ A [ i ] ] == 0 ) { counter [ A [ i ] ] = A [ i ] ; x += 1 ; if ( x == X ) { return i ; } } } return ans ; }"
193,"int solution ( int X , int [ ] A ) { int list [ ] = A ; int sum = 0 ; int searchedValue = X ; int sumV = searchedValue * ( searchedValue + 1 ) / 2 ; List < Integer > arrayList = new ArrayList < Integer > ( ) ; for ( int iii = 0 ; iii < list . length ; iii ++ ) { if ( list [ iii ] <= searchedValue && ! arrayList . contains ( list [ iii ] ) ) { sum += list [ iii ] ; if ( sum == sumV ) { return iii ; } arrayList . add ( list [ iii ] ) ; } } return - 1 ; }"
194,"void paintComponent ( Graphics g ) { super . paintComponent ( g ) ; Graphics2D gg = ( Graphics2D ) g ; gg . setRenderingHint ( RenderingHints . KEY_ANTIALIASING , RenderingHints . VALUE_ANTIALIAS_ON ) ; Font font = new Font ( ""Arial"" , Font . PLAIN , 15 ) ; String string = ""Time (s)"" ; FontMetrics metrics = g . getFontMetrics ( font ) ; int width = metrics . stringWidth ( string ) ; int height = metrics . getHeight ( ) ; gg . setFont ( font ) ; drawRotate ( gg , getWidth ( ) , ( getHeight ( ) + width ) / 2 , 270 , string ) ; }"
195,"void paintComponent ( Graphics g ) { super . paintComponent ( g ) ; Graphics2D g2 = ( Graphics2D ) g ; g2 . setRenderingHint ( RenderingHints . KEY_ANTIALIASING , RenderingHints . VALUE_ANTIALIAS_ON ) ; double xScale = ( ( double ) getWidth ( ) - ( 2 * padding ) - labelPadding ) / ( scores . size ( ) - 1 ) ; double yScale = ( ( double ) getHeight ( ) - 2 * padding - labelPadding ) / ( getMaxScore ( ) - getMinScore ( ) ) ; List < Point > graphPoints = new ArrayList < > ( ) ; for ( int i = 0 ; i < scores . size ( ) ; i ++ ) { int x1 = ( int ) ( i * xScale + padding + labelPadding ) ; int y1 = ( int ) ( ( getMaxScore ( ) - scores . get ( i ) ) * yScale + padding ) ; graphPoints . add ( new Point ( x1 , y1 ) ) ; } g2 . setColor ( Color . WHITE ) ; g2 . fillRect ( padding + labelPadding , padding , getWidth ( ) - ( 2 * padding ) - labelPadding , getHeight ( ) - 2 * padding - labelPadding ) ; g2 . setColor ( Color . BLACK ) ; for ( int i = 0 ; i < numberYDivisions + 1 ; i ++ ) { int x0 = padding + labelPadding ; int x1 = pointWidth + padding + labelPadding ; int y0 = getHeight ( ) - ( ( i * ( getHeight ( ) - padding * 2 - labelPadding ) ) / numberYDivisions + padding + labelPadding ) ; int y1 = y0 ; if ( scores . size ( ) > 0 ) { g2 . setColor ( gridColor ) ; g2 . drawLine ( padding + labelPadding + 1 + pointWidth , y0 , getWidth ( ) - padding , y1 ) ; g2 . setColor ( Color . BLACK ) ; String yLabel = ( ( int ) ( ( getMinScore ( ) + ( getMaxScore ( ) - getMinScore ( ) ) * ( ( i * 1.0 ) / numberYDivisions ) ) * 100 ) ) / 100.0 + """" ; FontMetrics metrics = g2 . getFontMetrics ( ) ; int labelWidth = metrics . stringWidth ( yLabel ) ; g2 . drawString ( yLabel , x0 - labelWidth - 5 , y0 + ( metrics . getHeight ( ) / 2 ) - 3 ) ; } g2 . drawLine ( x0 , y0 , x1 , y1 ) ; } for ( int i = 0 ; i < scores . size ( ) ; i ++ ) { if ( scores . size ( ) > 1 ) { int x0 = i * ( getWidth ( ) - padding * 2 - labelPadding ) / ( scores . size ( ) - 1 ) + padding + labelPadding ; int x1 = x0 ; int y0 = getHeight ( ) - padding - labelPadding ; int y1 = y0 - pointWidth ; if ( ( i % ( ( int ) ( ( scores . size ( ) / 20.0 ) ) + 1 ) ) == 0 ) { g2 . setColor ( gridColor ) ; g2 . drawLine ( x0 , getHeight ( ) - padding - labelPadding - 1 - pointWidth , x1 , padding ) ; g2 . setColor ( Color . BLACK ) ; String xLabel = i + """" ; FontMetrics metrics = g2 . getFontMetrics ( ) ; int labelWidth = metrics . stringWidth ( xLabel ) ; g2 . drawString ( xLabel , x0 - labelWidth / 2 , y0 + metrics . getHeight ( ) + 3 ) ; } g2 . drawLine ( x0 , y0 , x1 , y1 ) ; } } g2 . drawLine ( padding + labelPadding , getHeight ( ) - padding - labelPadding , padding + labelPadding , padding ) ; g2 . drawLine ( padding + labelPadding , getHeight ( ) - padding - labelPadding , getWidth ( ) - padding , getHeight ( ) - padding - labelPadding ) ; Stroke oldStroke = g2 . getStroke ( ) ; g2 . setColor ( lineColor ) ; g2 . setStroke ( GRAPH_STROKE ) ; for ( int i = 0 ; i < graphPoints . size ( ) - 1 ; i ++ ) { int x1 = graphPoints . get ( i ) . x ; int y1 = graphPoints . get ( i ) . y ; int x2 = graphPoints . get ( i + 1 ) . x ; int y2 = graphPoints . get ( i + 1 ) . y ; g2 . drawLine ( x1 , y1 , x2 , y2 ) ; } g2 . setStroke ( oldStroke ) ; g2 . setColor ( pointColor ) ; for ( int i = 0 ; i < graphPoints . size ( ) ; i ++ ) { int x = graphPoints . get ( i ) . x - pointWidth / 2 ; int y = graphPoints . get ( i ) . y - pointWidth / 2 ; int ovalW = pointWidth ; int ovalH = pointWidth ; g2 . fillOval ( x , y , ovalW , ovalH ) ; } }"
196,"String join ( String a , String b , String separator ) { if ( ! isEmpty ( a ) && ! isEmpty ( b ) ) { return a + separator + b ; } if ( ! isEmpty ( a ) ) { return a ; } if ( ! isEmpty ( b ) ) { return b ; } return """" ; }"
